"REF_DATE","GEO","DGUID","Type of grain","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015-01","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","34432","","","","0"
"2015-02","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","15252","","","","0"
"2015-03","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","22611","","","","0"
"2015-04","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","24445","","","","0"
"2015-05","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","16288","","","","0"
"2015-06","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","15769","","","","0"
"2015-07","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","140215","","","","0"
"2015-08","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","342280","","","","0"
"2015-09","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","139196","","","","0"
"2015-10","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","53274","","","","0"
"2015-11","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","23530","","","","0"
"2015-12","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","26824","","","","0"
"2016-01","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","38693","","","","0"
"2016-02","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","20238","","","","0"
"2016-03","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","17761","","","","0"
"2016-04","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","22145","","","","0"
"2016-05","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","15422","","","","0"
"2016-06","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","16238","","","","0"
"2016-07","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","449039","","","","0"
"2016-08","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","354552","","","","0"
"2016-09","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","132615","","","","0"
"2016-10","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","71279","","","","0"
"2016-11","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","78015","","","","0"
"2016-12","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","37071","","","","0"
"2017-01","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","69386","","","","0"
"2017-02","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","57989","","","","0"
"2017-03","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","42976","","","","0"
"2017-04","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","37942","","","","0"
"2017-05","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","42598","","","","0"
"2017-06","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","46570","","","","0"
"2017-07","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","302304","","","","0"
"2017-08","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","357691","","","","0"
"2017-09","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","127822","","","","0"
"2017-10","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","66060","","","","0"
"2017-11","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","33585","","","","0"
"2017-12","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","21251","","","","0"
"2018-01","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","40920","","","","0"
"2018-02","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","44010","","","","0"
"2018-03","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","37915","","","","0"
"2018-04","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","34012","","","","0"
"2018-05","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","27858","","","","0"
"2018-06","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","19160","","","","0"
"2018-07","Ontario","2016A000235","Wheat, excluding durum","Tonnes","288","units","0","v32861700","10.3","465669","","","","0"
